Gene_ID,Gene_Name,CRT1,CRT2,CRT3,VRT2,VRT1,DRT2,DRT1,Average(CRT),Average(VRT),Average(DRT),logFC.VRT,logFC.CRT,relative.VRT,relative.CRT,PValue
ENSMUSG00000029718.14,Pcolce,114.84,68.07,108.63,97.91,80.87,35.82,34.04,97.18,89.39,34.93,1.32576925,1.148031212,2.506665084,2.21611264,0.005421154
ENSMUSG00000046491.10,C1qtnf2,22.5,10.9,19,13.34,10.34,2.9,3.52,17.46666667,11.84,3.21,1.808237315,2.084987276,3.502141354,4.242713546,0.005494438
ENSMUSG00000049103.13,Ccr2,7.17,4.32,8.42,2.36,2.38,0.63,0.89,6.636666667,2.37,0.76,1.470343706,2.637614988,2.770878988,6.223020454,0.00590552
ENSMUSG00000020963.14,Tshr,2.39,3.07,2.81,3.48,6.56,0.31,0.25,2.756666667,5.02,0.28,3.670535406,2.564643944,12.73330839,5.916089769,0.006157958
ENSMUSG00000031980.9,Agt,7.73,5.52,7.45,4.92,3.74,0.58,0.85,6.9,4.33,0.715,2.385679446,2.769042602,5.225899739,6.816554045,0.00615991
ENSMUSG00000030147.12,Clec4b1,13.76,6.66,13.18,8.06,5.23,0.86,1.87,11.2,6.645,1.365,2.154293158,2.620036397,4.451504942,6.14765582,0.006193623
ENSMUSG00000018819.10,Lsp1,76.59,39.22,69.82,45.62,35.1,15.35,15.57,61.87666667,40.36,15.46,1.346403373,1.669325596,2.542774231,3.180658753,0.00627192
ENSMUSG00000028600.15,Podn,8.97,5.7,7.6,2.53,3.11,1,1.1,7.423333333,2.82,1.05,1.296265881,2.381904211,2.45592394,5.212242514,0.006315661
ENSMUSG00000026536.9,Mnda,6.51,5.3,8.11,3.02,3.67,0.68,0.62,6.64,3.345,0.65,2.142308844,2.832832445,4.414679928,7.12471569,0.006431126
ENSMUSG00000026656.15,Fcgr2b,25.12,12.77,27,9.59,11.29,5.28,4.72,21.63,10.44,5,1.005432024,1.769031165,2.007544579,3.408250004,0.006453973
ENSMUSG00000019122.8,Ccl9,28.12,9.19,20.86,8.31,7.35,1.29,2.15,19.39,7.83,1.72,2.076656245,3.092833423,4.218284045,8.5317011,0.006809091
ENSMUSG00000073412.6,Lst1,25.88,22.53,23.86,21.49,12.35,7.21,6.25,24.09,16.92,6.73,1.279390094,1.50375626,2.427363373,2.83580093,0.00686043
ENSMUSG00000037071.2,Scd1,283.43,267.51,295.96,199.19,504.39,108.79,107.17,282.3,351.79,107.98,1.62381724,1.064585077,3.081893996,2.091568252,0.006880879
ENSMUSG00000005397.7,Nid1,7.55,7.28,9.17,7.08,11.72,1.88,2.27,8,9.4,2.075,2.080408736,1.575659496,4.229270204,2.980717183,0.007095858
ENSMUSG00000006519.10,Cyba,93.39,44.03,90.3,64.25,68,23.39,20.94,75.90666667,66.125,22.165,1.534337156,1.444626487,2.896553186,2.721923436,0.007358147
ENSMUSG00000048163.13,Selplg,19.44,11.98,18.46,10.71,7.01,4.91,2.15,16.62666667,8.86,3.53,1.261734542,1.881894698,2.397838581,3.685587725,0.007431572
ENSMUSG00000024663.17,Rab3il1,15.67,10.84,16.52,8.59,8.45,4.38,3.48,14.34333333,8.52,3.93,1.054915054,1.520590653,2.077595873,2.869084886,0.007965201
ENSMUSG00000066361.3,Serpina3c,11.6,8.4,10.96,8.73,9.41,1.98,2.9,10.32,9.07,2.44,1.807276865,1.714714018,3.499810638,3.282315725,0.008013896
ENSMUSG00000039883.5,Lrrc17,9.4,7.07,8.46,8.15,7.35,1.97,1.39,8.31,7.75,1.68,2.093522022,1.91690266,4.267887127,3.77611489,0.008515531
ENSMUSG00000022971.18,Ifnar2,19.6,14.76,20.61,18.58,15.21,6.5,7.24,18.32333333,16.895,6.87,1.246016032,1.082266393,2.371855356,2.117359723,0.008771347
ENSMUSG00000027514.14,Zbp1,11.99,7.24,11.26,13.07,7.77,2.46,2.32,10.16333333,10.42,2.39,2.034562075,1.721383936,4.096983477,3.297525774,0.008782099
ENSMUSG00000050212.4,Eva1b,29.81,18.59,23.89,20.67,18.83,10.14,7.88,24.09666667,19.75,9.01,1.083850949,1.0885021,2.119686561,2.126531315,0.009007483
ENSMUSG00000019539.10,Rcn3,55.16,33.27,53.78,57.47,39.49,16.92,15.94,47.40333333,48.48,16.43,1.525890091,1.200007207,2.879643249,2.297408187,0.009235734
ENSMUSG00000031586.16,Rbpms,15.12,11.93,14.67,14.54,13.06,4.44,5.15,13.90666667,13.8,4.795,1.46414012,1.196824998,2.758989795,2.292346287,0.009332346
ENSMUSG00000020377.14,Ltc4s,25.27,19.86,20.83,29.09,16.39,6.21,7.08,21.98666667,22.74,6.645,1.723036073,1.390790063,3.301304178,2.622222421,0.009786344
ENSMUSG00000079941.1,Gm11273,4.36,2.87,12.59,8.83,14.92,0.7,0,6.606666667,11.875,0.35,4.656521759,3.547324803,25.22044383,11.6909868,0.009901365
ENSMUSG00000048387.7,Osr1,10.57,5.65,9.04,5.48,5.98,1.17,1.73,8.42,5.73,1.45,1.863324709,2.13370183,3.638451825,4.388420676,0.010095055
ENSMUSG00000033576.11,Apol6,8.74,5.29,8.06,3.38,10.16,1.29,0.77,7.363333333,6.77,1.03,2.550963551,2.39542229,5.860255441,5.26131085,0.010238851
ENSMUSG00000031495.7,Cd209d,40.48,15.98,40.14,20.17,13.36,4.66,4.34,32.2,16.765,4.5,1.834797594,2.487253514,3.567213572,5.607095002,0.010326452
ENSMUSG00000009185.2,Ccl8,615.6,212.13,563.8,302.21,250.44,92.79,95.76,463.8433333,276.325,94.275,1.527546839,1.964969908,2.882952045,3.904045612,0.010483395
ENSMUSG00000105245.1,Gm43076,4.38,2.26,4.84,0.44,1.35,0.2,0.09,3.826666667,0.895,0.145,1.933729526,3.62698735,3.820415434,12.3546938,0.01052006
ENSMUSG00000057098.14,Ebf1,11.19,8.96,10.79,5.6,5.64,2.43,2.1,10.31333333,5.62,2.265,1.230257663,1.816295091,2.346088868,3.521756325,0.010754913
ENSMUSG00000058715.11,Fcer1g,146.42,79.49,146.5,97.47,73.67,34.51,41.44,124.1366667,85.57,37.975,1.147813228,1.380399639,2.215777821,2.603404777,0.010786262
ENSMUSG00000031494.6,Cd209a,31.67,10.44,30.73,8.35,12.35,2.72,3.23,24.28,10.35,2.975,1.720108727,2.661852181,3.294612355,6.328449961,0.010828856
ENSMUSG00000072620.3,Slfn2,14.76,7.83,13.66,7.34,6.62,2.99,3.11,12.08333333,6.98,3.05,1.12577031,1.630097043,2.182180304,3.095338189,0.010836286
ENSMUSG00000048040.8,Arxes2,8.49,7.99,9.36,10.94,9.2,2.46,2.78,8.613333333,10.07,2.62,1.8583425,1.359477027,3.625908453,2.565921488,0.010862195
ENSMUSG00000090084.7,Srpx,21.12,11.26,19.56,17.35,13.45,5.23,5.02,17.31333333,15.4,5.125,1.528093841,1.415649194,2.884045331,2.667797559,0.011287341
ENSMUSG00000051041.7,Olfml1,7.6,4.62,7.41,2.79,5.99,0.73,0.9,6.543333333,4.39,0.815,2.240229694,2.529373175,4.724722817,5.773207883,0.011930959
ENSMUSG00000026042.16,Col5a2,19.09,11.79,17.52,13.82,17.96,6.11,6.45,16.13333333,15.89,6.28,1.283246391,1.027363376,2.433860349,2.038295721,0.012696705
ENSMUSG00000024909.14,Efemp2,18,14.94,18.29,16.75,14.66,6.84,6.03,17.07666667,15.705,6.435,1.233594165,1.07430591,2.351520917,2.105708757,0.012853361
ENSMUSG00000020057.2,Dram1,8.89,6.98,7.66,3.74,5.47,1.33,1.28,7.843333333,4.605,1.305,1.695384006,2.173678784,3.238630786,4.511723903,0.013124403
ENSMUSG00000010830.7,Kdelr3,26.37,16.52,27.33,23.76,19.36,9.06,9.16,23.40666667,21.56,9.11,1.195079897,1.031117726,2.289575115,2.043606919,0.013696963
ENSMUSG00000013936.12,Myl2,2.75,4.27,1.83,0.93,0,0,0,2.95,0.465,0,2.331099207,4.463919,5.031885894,22.06853568,0.013914058
ENSMUSG00000027075.16,Slc43a1,6.28,4.64,7.35,1.86,2.22,0.65,1.15,6.09,2.04,0.9,1.050031596,2.301503995,2.070575194,4.929714153,0.013970915
ENSMUSG00000032081.9,Apoc3,2.83,2.03,4.71,4.32,3.24,0.29,0,3.19,3.78,0.145,3.880653353,3.374582775,14.72967152,10.37171652,0.014031903
ENSMUSG00000026630.9,Batf3,5.93,2.56,6.12,1.92,1.53,0.51,0.31,4.87,1.725,0.41,1.776989121,2.941984365,3.427101977,7.684675627,0.014187927
ENSMUSG00000002944.15,Cd36,96.95,102.56,109.31,43.3,131.53,28.52,29.45,102.94,87.415,28.985,1.514081957,1.505185317,2.856170208,2.838611314,0.014447976
ENSMUSG00000003617.16,Cp,11.28,8.68,10.11,9.19,13.89,4.45,2.73,10.02333333,11.54,3.59,1.613530665,1.136486377,3.059997906,2.198449475,0.01476892
ENSMUSG00000030148.15,Clec4a2,9.66,5.42,9.43,4.39,4.23,1.21,1.82,8.17,4.31,1.515,1.403027601,2.032143535,2.644559804,4.090121031,0.014994288
ENSMUSG00000022330.4,Osr2,14.94,7.6,13.66,7.64,6.94,2.88,3.61,12.06666667,7.29,3.245,1.101163971,1.541792596,2.145277043,2.911560497,0.015703058
ENSMUSG00000060981.6,Hist1h4h,20.67,20.21,21.97,19,8.28,4.7,5.86,20.95,13.64,5.28,1.314492324,1.647378889,2.487147939,3.132639789,0.016561255
ENSMUSG00000051314.11,Ffar2,7.89,4.88,5.66,7.37,6.79,1.44,1.4,6.143333333,7.08,1.42,2.191128275,1.71564087,4.566624846,3.284425109,0.017073392
ENSMUSG00000015355.13,Cd48,9.6,7.02,9.04,4.34,5.03,1.55,1.91,8.553333333,4.685,1.73,1.341287503,1.918180381,2.533773392,3.779460683,0.017343828
ENSMUSG00000092686.1,Gm25745,157.03,28.01,29.9,91.83,73.39,0,2.33,71.64666667,82.61,1.165,5.990494652,5.483019617,63.57971533,44.72531126,0.017350314
ENSMUSG00000002997.15,Prkar2b,11.72,11.08,11.72,6.73,10.47,2.64,3.64,11.50666667,8.6,3.14,1.381339767,1.520165827,2.605101831,2.86824016,0.017727367
ENSMUSG00000079419.4,Ms4a6c,13.08,4.63,10.48,5.33,5.91,1.67,1.82,9.396666667,5.62,1.745,1.586350246,2.039920473,3.002887123,4.112228617,0.018197707
ENSMUSG00000030088.15,Aldh1l1,7.92,6.99,7.84,3.5,10.6,1.43,1.93,7.583333333,7.05,1.68,1.958452676,1.787221477,3.886449247,3.451495198,0.018416116
ENSMUSG00000026389.16,Steap3,13.1,9.35,12.26,4.88,9.95,2.88,3.34,11.57,7.415,3.11,1.183652785,1.541225517,2.271511776,2.910416278,0.018789158
ENSMUSG00000051855.15,Mest,7.2,5.68,6.77,2.28,3.85,1.22,0.8,6.55,3.065,1.01,1.462427842,2.25543086,2.7557172,4.77476874,0.019044144
ENSMUSG00000004098.7,Col5a3,7.09,6.29,6.4,5.85,7.39,1.33,1.44,6.593333333,6.62,1.385,2.129043339,1.848795671,4.374273233,3.601993732,0.019159
ENSMUSG00000002108.10,Nr1h3,10.52,6.34,9.79,8.33,8.03,1.91,2.69,8.883333333,8.18,2.3,1.741700107,1.582939426,3.344290349,2.995796083,0.019421871
ENSMUSG00000002588.12,Pon1,4.65,1.42,5.09,1.33,1.82,0.18,0.07,3.72,1.575,0.125,2.793022575,3.704475377,6.9308033,13.03641588,0.019773933
ENSMUSG00000024677.13,Ms4a6b,4.61,3.44,4.2,1.4,2.31,0.13,0.3,4.083333333,1.855,0.215,2.549985552,3.370088417,5.856284134,10.33945629,0.02070203
ENSMUSG00000029061.2,Mmp23,15.44,13.95,13.58,15.13,9.89,4.58,5.47,14.32333333,12.51,5.025,1.258555992,1.173081135,2.392561471,2.254927635,0.020834155
ENSMUSG00000027669.14,Gnb4,10.67,5.87,10.74,4.09,5.55,2.2,1.98,9.093333333,4.82,2.09,1.123712326,1.747530759,2.179069674,3.357833649,0.021319213
ENSMUSG00000055148.7,Klf2,35.34,18.71,30.35,15.93,25.11,7.51,11.71,28.13333333,20.52,9.61,1.043356023,1.218731492,2.061016455,2.327419859,0.022139616
ENSMUSG00000071984.10,Fndc1,10.02,7.76,11.32,5.36,5.92,1.89,2.81,9.7,5.64,2.35,1.184561635,1.67838313,2.272943205,3.200690393,0.02233824
ENSMUSG00000019326.14,Aoc3,3.23,2.96,3.46,4.26,6.23,0.67,0.77,3.216666667,5.245,0.72,2.646944617,1.691820592,6.263393923,3.230641336,0.022454762
ENSMUSG00000052384.13,Nrros,9.19,6.57,9.8,4.23,4.53,1.7,2.07,8.52,4.38,1.885,1.130049526,1.796076936,2.188662535,3.4727461,0.022883792
ENSMUSG00000054675.5,Tmem119,11.02,6.98,11.05,5.13,7.13,2.33,2.38,9.683333333,6.13,2.355,1.299362426,1.672955083,2.461200901,3.188670627,0.02332402
ENSMUSG00000029669.14,Tspan12,17.17,18.46,19.34,4.22,19.7,3.13,3.76,18.32333333,11.96,3.445,1.71927822,2.055681969,3.292716312,4.157401172,0.023386889
ENSMUSG00000026586.16,Prrx1,15.81,10.19,15.14,10.48,7.77,3.86,4.81,13.71333333,9.125,4.335,1.01546567,1.318731009,2.021555301,2.494466007,0.024023804
ENSMUSG00000059422.5,Gm8116,3.59,3.39,3.26,0.46,4.58,0,0,3.413333333,2.52,0,4.514130302,4.665484012,22.85012738,25.37760491,0.024507029
ENSMUSG00000098265.1,Gm27517,8.95,8.45,4.61,0,4.83,0,0,7.336666667,2.415,0,4.455390506,5.73871126,21.93846234,53.39790591,0.025367281
ENSMUSG00000033355.5,Rtp4,8.07,5.99,9.58,7.31,7.86,2.21,1.88,7.88,7.585,2.045,1.795377086,1.574104822,3.471061882,2.97750684,0.02545881
ENSMUSG00000026548.4,Slamf9,7,2.37,5.09,2.92,3.77,0.26,0.72,4.82,3.345,0.49,2.482266906,2.721847317,5.587747798,6.597170164,0.025905362
ENSMUSG00000027605.18,Acss2,12.6,14.11,13.45,8.27,15.42,5,4.44,13.38666667,11.845,4.72,1.265839178,1.164842897,2.404670427,2.24208799,0.02607716
ENSMUSG00000041577.5,Prelp,15.7,8.9,16.17,8.82,12.88,4.53,4.58,13.59,10.85,4.555,1.191347297,1.236012186,2.283659089,2.355465475,0.026647144
ENSMUSG00000027221.5,Chst1,4.67,3.81,5.77,2.19,4.54,0.4,0.59,4.75,3.365,0.495,2.478637425,2.689417832,5.573708005,6.45053058,0.027942445
ENSMUSG00000024397.14,Aif1,23.76,9.68,24.2,15.32,12.25,4.58,4.78,19.21333333,13.785,4.68,1.497379751,1.692466921,2.823294747,3.23208899,0.028150458
ENSMUSG00000073940.3,Hbb-bt,207.62,105.53,209.61,163.7,106.85,50,65.33,174.2533333,135.275,57.665,1.216902656,1.267516891,2.324471369,2.407468449,0.028468562
ENSMUSG00000032946.16,Rasgrp2,9.65,8.62,9.96,9.53,8.47,2.5,3.27,9.41,9,2.885,1.564574939,1.351591097,2.957903404,2.551934141,0.028901941
ENSMUSG00000046764.8,A530053G22Rik,1.01,2.45,0.38,1.73,4.15,0.16,0,1.28,2.94,0.08,3.950626128,2.565359414,15.46169016,5.91902444,0.029151034
ENSMUSG00000069917.7,Hba-a2,2147.44,831.79,2012.18,1600.86,1003.17,471.5,464.97,1663.803333,1302.015,468.235,1.467462122,1.49679519,2.765350064,2.822151016,0.029288482
ENSMUSG00000037709.13,Fam13a,5.98,4.29,6.09,2.94,5.9,0.76,0.88,5.453333333,4.42,0.82,2.24207425,2.264768287,4.73076747,4.805772276,0.029503971
ENSMUSG00000060311.10,Mucl1,2.25,3.45,2.98,0.99,0.64,0,0.13,2.893333333,0.815,0.065,2.352380932,3.777629686,5.106663271,13.71449587,0.029594633
ENSMUSG00000064841.1,Gm26205,0,7.81,0,22.51,9.63,0,0,2.603333333,16.07,0,7.133905017,4.292416543,140.4492409,19.59503906,0.029918298
ENSMUSG00000018008.7,Cyth4,5.09,3.15,3.93,1.12,1.6,0.37,0.37,4.056666667,1.36,0.37,1.573043722,2.801406779,2.975317694,6.971198842,0.030012023
ENSMUSG00000026773.19,Pfkfb3,9.06,6.92,9.4,2.3,8.26,2.06,1.82,8.46,5.28,1.94,1.353748313,1.746851455,2.555752821,3.35625296,0.030087429
ENSMUSG00000074813.12,Gm14005,14.1,8.33,11.04,10.78,12.12,3.96,4.42,11.15666667,11.45,4.19,1.386300877,1.072251099,2.614075622,2.102711761,0.030861908
ENSMUSG00000049037.8,Clec4a1,6.3,3.82,7.78,2.1,3.08,0.96,1.09,5.966666667,2.59,1.025,1.209917071,2.104649468,2.313243394,4.300932436,0.032014435
ENSMUSG00000037820.15,Tgm2,15.54,10.08,14.77,6.78,13.11,4.66,4.34,13.46333333,9.945,4.5,1.08368448,1.239853291,2.11944199,2.361745143,0.03248739
ENSMUSG00000024371.14,C2,8.55,8.34,7.31,4.79,7.39,1.73,2.08,8.066666667,6.09,1.905,1.580611352,1.704189256,2.990965671,3.258457677,0.033650165
ENSMUSG00000004730.14,Adgre1,10.06,4.13,11.82,3.72,6.96,2.02,1.61,8.67,5.34,1.815,1.460554362,1.872230159,2.752140956,3.660980677,0.035060128
ENSMUSG00000024678.6,Ms4a4d,6.51,6.49,7.66,3.55,4.11,1.24,1.49,6.886666667,3.83,1.365,1.376872734,1.929719805,2.597048099,3.809811994,0.036330115
ENSMUSG00000001555.10,Fkbp10,15.31,9.43,12.98,7.71,12.15,4.71,3.77,12.57333333,9.93,4.24,1.165649805,1.225949476,2.243342354,2.33909341,0.037303827
ENSMUSG00000000901.15,Mmp11,53.41,24.37,49.64,37.52,25.83,15.77,8.93,42.47333333,31.675,12.35,1.317311489,1.449631538,2.492012818,2.731382833,0.038483932
ENSMUSG00000048779.4,P2ry6,4.49,2.37,4.31,1.65,1.28,0.17,0.41,3.723333333,1.465,0.29,1.933987088,2.943763637,3.821097546,7.694158966,0.038970186
ENSMUSG00000028480.14,Glipr2,8.75,5.41,7.51,3.12,4.96,1.4,1.69,7.223333333,4.04,1.545,1.285751517,1.831322561,2.438090227,3.558631532,0.039183777
ENSMUSG00000074896.3,Ifit3,8.91,6.6,9.59,4.24,6.07,2.16,1.93,8.366666667,5.155,2.045,1.248229051,1.659112728,2.37549645,3.158222311,0.039616574
ENSMUSG00000058427.10,Cxcl2,2.96,0.82,1.76,0.19,0.15,0,0,1.846666667,0.17,0,1.306858722,3.826666919,2.474022673,14.18866471,0.039969387
ENSMUSG00000058818.13,Pirb,5.65,3.08,4.49,1.35,2.18,0.62,0.45,4.406666667,1.765,0.535,1.498364903,2.492344984,2.825223307,5.626918172,0.041078967
ENSMUSG00000089783.1,Gm454,2.03,1.57,2.06,2.96,3.88,0.19,0.33,1.886666667,3.42,0.26,3.207456987,2.124885595,9.237208849,4.361685039,0.041241238
ENSMUSG00000031662.7,Snx20,6.39,2.77,5.3,2.4,1.92,0.73,0.58,4.82,2.16,0.655,1.528049486,2.37246021,2.883956663,5.178234178,0.041458423
ENSMUSG00000027833.16,Shox2,8.39,5.83,7.6,3.97,4.6,1.77,1.48,7.273333333,4.285,1.625,1.300427093,1.773067843,2.463017866,3.417799683,0.044934262
ENSMUSG00000060063.9,Alox5ap,60.76,23.24,53.2,29.25,33.9,15.27,14.55,45.73333333,31.575,14.91,1.036440009,1.286181041,2.051159966,2.438816211,0.045158759
ENSMUSG00000069919.7,Hba-a1,716.29,281.2,627.17,556.34,326.02,177.01,166.27,541.5533333,441.18,171.64,1.355759056,1.32510349,2.559317362,2.505508601,0.045360886
ENSMUSG00000027074.14,Slc43a3,8.81,7.64,8.27,5.17,5.09,2.29,1.85,8.24,5.13,2.07,1.224872652,1.620875095,2.337348168,3.075615371,0.04602303
ENSMUSG00000078683.9,Mup1,2.59,0.79,0.57,2.48,2.04,0,0,1.316666667,2.26,0,4.364280447,3.37899294,20.59583121,10.40347026,0.046269667
ENSMUSG00000095675.1,Ccl21b,10.03,4.25,1.95,0,2.08,0,0,5.41,1.04,0,3.324450691,5.308793485,10.0175006,39.63748402,0.046936477
ENSMUSG00000096596.1,Gm10591,10.03,4.25,1.95,0,2.08,0,0,5.41,1.04,0,3.324450691,5.308793485,10.0175006,39.63748402,0.046936477
ENSMUSG00000027188.8,Pamr1,6.35,4.71,5.66,1.88,4.1,1.13,0.78,5.573333333,2.99,0.955,1.500501956,2.100264391,2.829411388,4.287879582,0.0479523
ENSMUSG00000071656.6,Lrrn4cl,7.97,6.66,8.54,3.09,5.03,1.97,1.86,7.723333333,4.06,1.915,1.001908973,1.635362922,2.002648151,3.106656907,0.048409134
ENSMUSG00000027239.14,Mdk,20.05,8.44,15.24,13.12,12.88,5.15,5.9,14.57666667,13,5.525,1.178326878,1.063497459,2.263141639,2.089992056,0.049062814
ENSMUSG00000101389.1,Ms4a4a,5.14,1.67,5.59,3.21,2.8,0.43,0.51,4.133333333,3.005,0.47,2.381795443,2.555606568,5.211849566,5.879145848,0.049598702
ENSMUSG00000026834.13,Acvr1c,2.87,2.77,2.79,1.83,3.32,0.17,0.13,2.81,2.575,0.15,3.318901691,3.171994651,9.979044553,9.012920411,0.049736593
ENSMUSG00000019768.16,Esr1,6.26,5.73,6.54,2.57,5.2,1.02,1.39,6.176666667,3.885,1.205,1.562190836,1.94144023,2.953019404,3.84088889,0.049860449
