gene_name,gene_id,DCT1,DCT2,DEA1,DEA2,DMA1,DMA2,DMA3,DLA1,DLA2,DLA3,DC2,DC1,DRT2,DRT1
Mcl1,ENSMUSG00000038612.16,0.994471517,1.032939664,3.708085431,4.277436064,2.329369565,2.009182768,2.067637722,1.820770423,1.520906782,2.09535745,2.208942663,1.571516253,3.334712933,3.590472399
Ms4a3,ENSMUSG00000024681.11,2.440739593,2.122269501,11.74284424,11.81398375,3.107628109,3.002627372,2.357772241,4.106537094,3.27640807,3.947557669,1.391129254,2.513147203,5.621563107,7.098586875
Mrpl3,ENSMUSG00000032563.15,17.29217704,16.06495142,64.97919244,63.54917442,25.19064869,24.20580984,19.49312871,32.88984387,32.32941462,30.60892153,10.54383035,11.81586434,47.01918157,48.89302063
Zfp939,ENSMUSG00000030424.15,1.709729245,1.489771937,1.951189819,2.39865514,1.18524254,0.857362294,0.89214313,0.839208573,0.82636953,0.65751465,0.427201366,0.589859795,1.505505906,1.881446915
Olfr432,ENSMUSG00000047048.3,1577.56074,1567.398484,5066.798485,5004.891746,2093.624165,2178.10761,1982.805339,2490.937807,2441.801848,2458.741371,4210.041547,4465.253491,4411.039482,4858.539192
Tas2r107,ENSMUSG00000053389.4,0.157842209,0.287781109,1.241026093,1.054513426,0.305283347,0.321232357,0.400010291,0.359017455,0.336629569,0.237483196,0.129034958,0.097479227,0.405828768,0.648539482
Rarb,ENSMUSG00000017491.8,2.80392597,2.54792193,24.23412428,26.38857475,11.03769762,9.833115856,14.19836041,12.72560938,13.30994182,12.56268776,5.292888776,4.761405335,18.71868544,19.0148678
Gm9763,ENSMUSG00000037438.5,1.874030246,1.483072083,4.656323439,3.890701922,0.318745978,0.679736032,0.705964651,0.339194268,0.470910733,0.288736425,2.57693774,2.024619348,1.787630629,2.272837132
Ppfia4,ENSMUSG00000026458.13,2.545653681,3.131537949,10.04222219,9.811521633,1.254799974,1.391339081,1.696348594,1.315781923,0.654243627,0.719462319,7.08569553,4.834466551,3.839063074,3.729417347
Gnptab,ENSMUSG00000035311.16,1.694535164,1.73021541,5.838068692,5.687153723,2.020505549,1.580797953,2.379794739,1.730890222,1.840499419,2.238313822,4.53668957,4.092288517,2.689435977,2.205696397
1190007I07Rik,ENSMUSG00000063320.11,7.169714369,7.152191292,18.34374846,16.23373732,5.898446172,6.157379341,5.373217867,9.17944391,8.698980568,9.986332669,14.34635738,13.59115834,5.844190393,5.506117526
Ppp3r1,ENSMUSG00000033953.10,0.336806778,0.302737487,1.526153023,1.444974204,0.794945159,0.825490517,0.961879307,0.708083857,0.817124612,0.961886485,1.392862509,0.98167871,0.287470096,0.248252331
Slc41a2,ENSMUSG00000034591.5,1.75767888,1.633397891,5.578833957,6.544328932,3.658150197,4.183903373,3.876709128,2.764776294,3.499952412,3.202296155,5.303251937,4.425510713,1.188988478,0.985591525
Rara,ENSMUSG00000037992.16,3.583704103,3.739817629,8.889768073,10.27235143,4.97301521,5.10738309,6.371973268,4.494518569,4.970378222,6.07727501,9.542160002,7.937650299,1.016804358,1.068020194
Rgs6,ENSMUSG00000021219.16,4.177735977,3.405231895,9.216716642,9.379919441,6.428332017,5.574374726,6.926896033,4.992455236,5.495990494,5.664476714,8.776134585,7.169749991,1.501621838,0.88398292
Dmxl2,ENSMUSG00000041268.16,0.242732918,0.064787261,2.078038118,2.052274909,0.605916835,0.618742404,0.472933445,0.512017495,0.317870159,0.451621434,0.994606798,0.834867295,0.013119642,0.000121285
Rnf113a1,ENSMUSG00000036537.6,1.133729296,0.904950094,1.816217704,1.721837246,0.439540869,0.362630729,0.410691223,0.470571849,0.244206948,0.25792211,1.203234679,1.298416618,0.837565617,0.871465919
Tmem64,ENSMUSG00000043252.8,23.47104629,23.21702816,73.49115992,77.49010698,17.45661449,19.10974663,18.40261699,3.098747191,3.285279591,3.080834896,41.60341433,43.74119541,26.83420981,27.96154439
Oosp1,ENSMUSG00000041857.10,7.805241108,7.902654555,9.583193602,9.462330692,2.656420798,2.747508114,2.741395572,2.780370997,2.560286941,2.691334899,7.938306027,8.219528233,3.412129018,4.074062412
Tspan6,ENSMUSG00000067377.12,0.133037163,0.17627348,0.770004195,0.775964387,0.115845239,0.000261379,0.000206996,0.00025835,0.00049525,0.14393484,0.278100983,0.343486694,0.186356841,0.159730186
Zranb2,ENSMUSG00000028180.18,63.44624309,61.54476126,76.64178568,67.54059125,14.83629091,20.88218693,22.67999308,34.66788842,33.99751129,36.88681925,65.31664088,75.86683193,24.42616454,23.56273784
Npy,ENSMUSG00000029819.6,0.525204143,0.779773221,1.517312361,1.253280952,0.596802839,0.619549415,0.686348955,0.481907492,0.318334416,0.57349465,1.093809785,1.180252925,0.400284488,0.390571097
Ndufaf1,ENSMUSG00000027305.9,0.00033224,0.025589554,0.539907544,0.514627485,0.042816367,9.51E-05,7.53E-05,0.041700109,0.074724445,0.010765495,0.099092239,0.225614466,0.095196586,0.059265625
Igflr1,ENSMUSG00000036826.14,1.709417392,1.478809425,3.862208696,3.694357104,2.495923969,2.397182084,2.038988859,1.863912502,2.231998583,2.169089032,3.380778163,4.550956741,0.699504564,1.040137548
Tmed11,ENSMUSG00000004821.1,5.975452539,6.463718528,12.94723753,12.65047888,3.112697999,3.229524892,2.957779953,3.709666199,3.221007242,3.702248674,8.544286154,9.649705549,2.119760224,2.483314958
Gbp8,ENSMUSG00000034438.16,9.294528358,10.19854925,13.86030708,13.69724118,3.96686625,2.98028553,3.467521896,5.877782899,5.628024157,6.145337804,8.233845599,11.29046768,2.57516586,2.835574926
Hmha1,ENSMUSG00000035697.14,0.923177881,0.83382959,2.502460974,2.218986646,1.295644839,1.492828142,1.544570081,1.289327385,1.367706744,1.168822283,2.12805039,2.579487041,0.446024757,0.477506524
Krt12,ENSMUSG00000020912.4,1.709450898,1.872833856,2.897501504,2.465578938,0.860152309,1.244725057,1.176739026,1.165919727,0.893130743,1.156678211,1.809634068,2.313891,0.268486101,0.399021669
Mif4gd,ENSMUSG00000020743.15,4.804582301,5.009332187,14.84546925,13.05572322,7.043057342,8.099030046,7.648190492,8.215601104,7.283089783,8.43420526,11.13135389,11.88305147,1.107208596,1.198453503
Sim2,ENSMUSG00000062713.7,2.78E-17,2.78E-17,0.782981198,0.670959137,2.78E-17,2.78E-17,2.78E-17,0.000497881,0.250996558,0.031779021,0.258200935,0.333677783,0.094266,0.00096968
Rpl12,ENSMUSG00000038900.17,2.78E-17,2.78E-17,0.536480978,0.601749431,2.78E-17,2.78E-17,2.78E-17,5.54E-05,0.000106192,0.031280398,0.138925557,0.166354717,0.013119642,0.000121285
Ptch2,ENSMUSG00000028681.11,1.548362832,1.60591563,3.257457121,3.718598747,2.339386036,1.98874503,2.047293106,3.093323361,2.446716905,2.326335427,0.705890169,0.727196766,0.841663109,1.04305409
Psg27,ENSMUSG00000070797.3,2.78E-17,2.78E-17,6.559255004,4.770769844,1.826453632,2.190132956,1.975177115,1.795911526,3.157661334,2.253251583,0.756560428,0,0.913015931,1.290836552
B3galnt2,ENSMUSG00000039242.9,1.988085668,2.022619624,6.166801538,6.067305199,1.611043107,2.179440949,2.075944587,4.317239713,4.315425042,5.241629247,3.055379914,1.785990428,3.210563882,2.58059051
Upb1,ENSMUSG00000033427.13,2.811592813,3.215488358,6.703174172,6.221445619,6.198551302,6.11948592,5.760031958,2.354458918,2.630065552,2.76117515,3.034077946,2.892346276,2.965324419,2.768635436
4930583I09Rik,ENSMUSG00000024088.3,48.13614474,49.22881044,222.7291296,195.3708913,239.5473602,224.1358173,186.6304728,152.6359473,146.5779535,143.1343116,69.68984469,70.1885849,1.488995639,0.819175838
Clca2,ENSMUSG00000036960.10,5.985024226,6.004096615,25.05171237,21.71713158,19.82097326,19.49600097,21.39925959,6.829240712,6.94740255,7.077328806,4.359262352,2.591535974,19.53699856,17.40473604
Lamb1,ENSMUSG00000002900.15,0.825911639,0.897112239,1.576837405,1.670205299,1.457498179,1.187007835,1.412084828,1.022785643,0.777762975,0.962821445,0.208549998,0.205585971,0.614569028,0.67402232
Rpl6,ENSMUSG00000029614.13,1.298984463,0.931013061,2.164586892,2.652398836,2.460475226,1.825356562,1.874505106,1.504103754,1.576684692,1.444520672,0.198741272,0.048248237,1.113027029,0.994850798
Wdr77,ENSMUSG00000000561.14,6.30827736,6.582037923,12.4361693,13.23372868,11.90223618,9.690858511,10.69573698,8.039127058,7.070221084,7.447448379,3.132320863,4.06773559,4.388235013,5.219252742
Olfr332,ENSMUSG00000050813.6,4.286629822,3.758549839,17.28577545,16.83168784,11.99314943,7.633694439,9.043762767,9.12575209,5.461794659,6.206214061,2.564719471,3.9809768,4.719301647,4.51886651
Rxrg,ENSMUSG00000015843.10,0.355800361,0.169391963,1.305734823,1.768893891,1.071886729,0.897313863,0.79030248,0.799107418,0.888529347,0.759236324,0.049530824,0.048577423,0.267191172,0.334378582
Tlr11,ENSMUSG00000051969.7,0.89549711,0.624408327,4.844889662,4.712797766,2.532671704,2.160943397,1.591334332,1.258400199,1.15176814,1.239118892,0.735823821,0.67771532,0.472903623,0.703457515
Alpk3,ENSMUSG00000038763.11,0.473248394,0.460324106,3.78628103,3.854645104,2.557485883,2.44815096,1.97840153,2.044185071,1.532666654,2.116509682,0.59650032,0.579421807,0.336421834,0.48625363
Cenpv,ENSMUSG00000018509.8,6.880873861,5.446362819,23.47312748,26.1607689,23.1772505,21.89834484,18.7503415,14.12886926,13.82267618,12.4971684,17.01061446,18.25351733,2.462582041,2.265467112
Klf7,ENSMUSG00000025959.13,0.429609585,0.963055248,5.784302974,4.53755355,3.079483944,2.00245804,2.171634825,1.534930076,1.526451508,1.606968611,2.657000529,1.728041192,0.384786548,0.184494089
Vcan,ENSMUSG00000021614.16,0.09783525,0.11948083,2.542957604,2.086448858,0.977263449,0.560010704,0.768633534,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.184058435,0.037741079
2510009E07Rik,ENSMUSG00000043391.9,0.917442556,1.030915331,2.489671765,3.330439727,1.873206237,2.58029496,2.575690901,0.880707626,0.736044462,1.023137552,0.03960603,0.038806401,0.72782233,0.396146648
Olfr9,ENSMUSG00000069430.2,10.46341177,10.73244547,57.19569924,57.38626477,44.99910077,47.58066285,38.63546508,42.08167076,42.80002716,45.51662869,1.531533313,1.633148746,11.02620848,19.42022082
Zbtb17,ENSMUSG00000006215.12,0.742803422,0.664703044,1.107275465,1.15571526,0.949426324,1.100465709,0.729562487,0.900325173,0.786154235,0.759236237,0.178798037,0.087532912,0.531824516,0.403628038
Zfp672,ENSMUSG00000049755.14,1.237768564,1.094033051,2.301581882,2.27062115,1.744384818,2.402937464,1.792812956,1.545183481,1.751675811,1.41475522,2.78E-17,2.78E-17,0.788973234,0.66656882
Cdh22,ENSMUSG00000053166.14,0.694137233,0.487496356,4.408940785,3.24581235,1.268481803,2.053682928,1.647916992,1.308987186,1.049362049,1.289729149,0.487281813,0.27382115,0.364091503,0.238614647
Atp1a3,ENSMUSG00000040907.15,0.312843102,0.224501476,1.036601393,0.992558924,0.899237386,1.202653837,0.841527751,0.645513198,0.659952214,0.585241854,0.566860893,0.362356535,0.140051752,0.059825986
Arf6,ENSMUSG00000044147.7,0.063026311,0.107552128,0.540339754,0.723731291,0.398658006,0.433957348,0.400610904,0.226710743,0.253601005,0.308186091,0.278204814,0.234968279,0.037377387,0.02454009
Rab23,ENSMUSG00000004768.14,17.82079711,17.89038386,71.1185009,65.05277214,49.66488813,54.01356835,65.12254371,46.67240355,48.94911188,50.01027353,18.96260852,18.09961491,29.53668267,30.63172061
Ifitm1,ENSMUSG00000025491.14,2.084377894,1.554232717,4.267252372,4.508419553,3.070216036,3.570884556,4.146697871,2.303228635,2.352651995,2.892003603,2.416452517,2.963765218,1.10050376,0.930219763
Arhgap44,ENSMUSG00000033389.16,0.663757939,0.17521271,7.104395725,9.321131888,2.176961993,1.389619718,2.958107671,3.69E-05,7.08E-05,0.020941101,2.78E-17,2.78E-17,0.393469704,0.583947006
Pif1,ENSMUSG00000041064.13,2.966676866,2.486516694,3.458689259,3.448176111,0.660600916,1.068125962,0.616776194,0.388753487,0.314874318,0.001293093,2.218131341,2.203701694,2.636439647,2.676182835
Usp30,ENSMUSG00000029592.11,0.370554236,0.325606433,0.566405172,0.496315384,0.074911736,0.124777679,0.052252787,3.69E-05,7.08E-05,0.020941101,0.288112954,0.284252059,0.155355056,0.289348436
Nelfcd,ENSMUSG00000016253.12,7.592990524,5.398039794,8.334441619,7.79136894,2.344122516,2.469206123,2.343401264,2.782093632,1.645271409,1.255654223,2.327781717,2.134153623,4.440651604,5.134647293
Tfg,ENSMUSG00000022757.18,18.82078855,17.27508395,27.51565395,29.53420323,6.921461109,5.8776343,8.351234475,2.22057728,2.472063345,2.333639901,14.21709681,13.39405964,12.81389207,13.32214896
Cfap221,ENSMUSG00000036962.12,5.849058777,5.452974138,8.121477188,7.947441404,1.477918811,1.105705197,1.472795757,2.576187042,2.178216712,2.719758031,3.610933888,3.611485239,3.724700721,3.94135855
D16Ertd472e,ENSMUSG00000022864.13,7.010420488,6.545533004,8.79002569,7.600503868,2.400547282,2.909581834,2.761388091,3.393237182,3.410095907,2.990821239,2.833845267,3.782316437,4.369880513,4.479626169
Tmed5,ENSMUSG00000063406.11,0.86612478,0.358440509,1.695689038,1.516935963,0.365792417,0.238966413,0.216751361,0.174940194,0.138236882,0.093576196,0.208549998,0.205585971,0.785242559,0.515852037
Rint1,ENSMUSG00000028999.15,2.159428079,1.873948878,3.302785585,2.868975361,0.73000724,0.589203598,0.625706729,1.012902963,1.105770684,0.719896677,1.12395444,0.952949369,0.886368978,1.0868178
Ccm2,ENSMUSG00000000378.15,8.7172515,7.89289288,10.22954043,10.07474374,3.403872197,2.698314739,2.418693688,4.262486551,4.041462362,4.285868,6.397430092,5.656535156,3.539195973,3.926790605
Kcnn4,ENSMUSG00000054342.8,6.280902534,5.978974529,14.45141629,17.55260872,1.748932211,1.363400452,1.860394072,0.298191401,0.398273391,0.247676407,1.333900942,0.350364153,2.097159137,2.450715076
As3mt,ENSMUSG00000003559.7,4.19153401,3.887439189,5.238898752,4.776157677,1.957130369,1.914552692,1.76143576,2.168265642,2.008485875,2.321702324,1.561288042,1.741722458,1.498067077,1.581437886
Dclre1c,ENSMUSG00000026648.18,0.845315543,0.798958875,1.171231543,0.874196251,0.386870188,0.259747745,0.288166648,0.481816441,0.44154222,0.421384829,0.566581139,0.619022357,0.300042425,0.324148628
Gm10444,ENSMUSG00000072950.5,1.909164862,1.560695039,1.613689038,1.817413768,0.763230784,0.885680679,0.74866827,0.838610681,0.733110999,0.565707202,0.894891685,0.933979934,0.764525464,0.558568371
Olfr571,ENSMUSG00000043310.3,15.1996053,14.31433079,28.10321253,24.13164806,6.949712885,5.710171357,4.674083045,8.703879326,8.209324598,7.788503021,2.864377116,3.209118906,5.133024269,4.945207271
Elp5,ENSMUSG00000018565.17,5.401622076,5.156550827,6.017798249,6.972315957,2.396233202,2.459807031,2.475545329,2.261354873,2.390858331,2.465526298,4.964686839,4.347645804,1.422573228,1.612013139
Ttll12,ENSMUSG00000016757.10,2.590139274,2.75005854,2.899337376,2.81493523,1.477480884,1.186718796,1.320760397,0.576144661,0.888402209,0.96167533,1.472178378,1.287590035,2.614656981,2.675732675
Rogdi,ENSMUSG00000022540.16,1.625049325,2.001713467,2.320249967,2.042704107,0.888836931,1.151785403,0.87182161,0.400032439,0.358054894,0.339507121,0.865586136,0.44040088,1.033946615,1.325488264
Aars2,ENSMUSG00000023938.7,3.62882102,4.594190234,6.945519073,5.994368371,2.501304671,2.878052452,2.44683469,1.543301126,1.298083766,1.301509849,0.22837569,0.294294086,3.830819864,3.00029452
Tas2r108,ENSMUSG00000037140.6,10.75622364,12.76881525,16.08330472,12.77233805,5.438585052,4.085342074,2.896516786,5.194038803,5.831815739,4.86376016,8.694888214,8.542923806,8.358064195,7.571274363
Pwp2,ENSMUSG00000032834.10,1.547448736,1.977684762,2.135700685,1.918919978,0.800916394,0.364783143,0.676026769,0.534280065,0.660375836,0.767797084,0.934476528,1.161065164,0.861716414,0.968444454
Wnt10a,ENSMUSG00000026167.14,1.248808173,1.4993321,1.502830695,1.585739659,0.452276351,0.618742307,0.624938685,0.716150881,0.567294819,0.534336878,1.113775222,1.140665493,0.87988886,0.818641349
Sirpa,ENSMUSG00000037902.18,2.333476105,2.600829105,3.037977002,2.608563977,1.051279608,0.775234417,0.901615465,1.392585694,1.402387157,1.666969305,2.238349755,1.956648209,1.025319805,0.971681347
Preb,ENSMUSG00000045302.13,12.45729769,16.23547084,17.95455691,20.27182583,7.924994993,6.722515079,6.864454563,7.950347261,7.955066841,7.378861552,6.535774772,6.604362697,6.913122386,5.162022755
Cdk6,ENSMUSG00000040274.11,0.526774934,0.845464644,1.509974718,1.620431047,0.273476027,0.43238127,0.114871569,0.318483625,0.316128924,0.308622336,0,0.147020936,0.451853045,0.250847844
Frmd6,ENSMUSG00000048285.8,0.725623337,0.850695283,0.874857286,0.94646254,0.316100728,0.342004318,0.481411948,0.685657104,0.618309796,0.47336358,0.139026367,0.048379363,0.265223405,0.237059423
Ndufa5,ENSMUSG00000023089.12,10.356732,10.43368336,13.82061042,13.61166751,4.418881388,5.037387265,4.816331219,5.837663159,5.884591511,6.044485223,5.02354113,5.117982942,3.422304881,3.185137002
Qpct,ENSMUSG00000024084.7,1.840805526,2.259149817,2.506689234,2.515931209,0.391130304,0.395204431,0.999562069,0.841312198,1.01474778,1.145816587,1.452162907,1.366687468,0.479846814,0.521131132
Pced1a,ENSMUSG00000037773.14,0.295598931,0.445124108,0.564660086,0.539799522,0.169145799,0.18691977,0.154940214,0.103619421,0.158829753,0.124147333,0.188635733,0.215499591,0.128887135,0.059686116
Wbp4,ENSMUSG00000022023.5,0.613640981,0.782076478,1.042275687,1.062180229,0.449343575,0.331780101,0.349601295,0.318000242,0.212263173,0.237049474,0.516882558,0.530308212,0.184058435,0.037741079
Casp7,ENSMUSG00000025076.9,5.677503776,6.006904821,16.95607876,14.8370546,9.61600236,8.141682524,8.072876335,9.6657742,9.44741953,8.872538818,4.913706304,5.355475892,13.37413452,14.44941405
Bzw2,ENSMUSG00000020547.4,1.49550225,1.681057261,4.911452629,4.369716273,1.283119014,1.277925894,1.371190951,1.02241219,0.889787276,0.739609944,1.064472843,0.716142996,2.344432802,2.755753769
Mafg,ENSMUSG00000051510.13,1.22525652,1.038899087,2.418523474,3.175829662,0.876932206,0.998265178,0.739201499,0.951286607,0.848275857,0.759591552,1.083917539,1.121012836,1.726502026,2.003887915
Myl12b,ENSMUSG00000034868.8,0.809386149,0.688304521,5.283273217,6.189232152,1.889554197,2.079822299,2.330356465,1.852339185,2.085943076,1.87402211,1.342818948,1.179380068,3.117840318,3.628767774
Mdm1,ENSMUSG00000020212.13,0.842961248,0.711096663,1.706080519,1.874888564,0.441553103,0.62853209,0.533483096,0.73828676,0.693797861,0.992033303,0.387724033,0.244522082,1.109309268,1.284208145
Wdfy2,ENSMUSG00000014547.9,0.462469901,0.471076449,0.850886431,1.113532497,0.263925507,0.402477987,0.30858131,0.399854383,0.326894247,0.308880245,0.198482696,0.333860826,0.692061274,0.718437785
Cpm,ENSMUSG00000020183.11,8.21583469,7.639154837,17.5322006,15.24403533,6.012384446,5.972831567,7.495480831,8.453618478,8.777823618,8.368694218,4.098707242,3.856732205,12.83525494,13.30106397
Ap3b1,ENSMUSG00000021686.4,9.079493025,9.962842416,16.69452154,16.59928235,8.535390495,8.928886229,7.076291159,8.997557195,7.95361572,7.798791902,6.923104616,7.59084694,14.76457708,15.08696813
Ltb4r2,ENSMUSG00000040432.4,11.62888329,9.45521595,57.64107318,67.40940723,31.3629823,33.48246362,35.3189099,29.55300353,31.3872436,31.24998555,21.80664023,22.29714287,47.43544998,49.50327564
Rpf2,ENSMUSG00000038510.12,7.703330955,7.790460142,19.95716196,21.25608831,12.98449503,12.17054721,12.30179341,15.81003389,13.69734633,14.26046917,4.217558739,4.42930937,19.40907696,19.08030862
Dab2,ENSMUSG00000022150.16,126.7531407,126.1222845,162.9990716,171.5236579,54.66546676,55.70239467,60.20669398,32.33751413,34.65496516,35.90563516,83.21972551,84.41444901,139.1047429,133.7867156
Guk1,ENSMUSG00000020444.19,2.065175732,2.429384678,4.574826191,4.574882349,1.858358639,2.028669138,2.319915919,2.151909994,2.803662826,2.761067223,2.765602275,2.508009085,3.71998475,4.187640654
Ltc4s,ENSMUSG00000020377.14,15.89443954,18.52714369,40.80405552,39.0599764,13.82954197,11.99161472,12.75089746,20.78742701,20.68066791,21.01563159,11.86752164,12.66085067,31.66948014,30.92197904
