gene_name,gene_id,DCT1,DCT2,DEA1,DEA2,DMA1,DMA2,DMA3,DLA1,DLA2,DLA3,DC2,DC1,DRT2,DRT1
Xpo5,ENSMUSG00000067150.5,1.183748454,1.125506631,0.80961921,0.65259577,0.616656981,0.476704395,0.696110615,0.605581234,0.835138712,0.646652422,1.601186547,1.692176617,1.373888621,1.407469335
Gstt3,ENSMUSG00000001665.10,9.970693608,9.546790388,6.623817,5.064687445,4.482202357,5.475348418,4.66565473,6.045305164,5.341319738,8.023809011,14.62553183,13.28418372,12.62181483,12.08367105
Ntn1,ENSMUSG00000020902.12,18.39224844,18.74976126,5.02312588,5.186191207,14.14165909,13.66979091,13.61042643,13.46558934,14.91963615,13.91148403,26.79026454,28.08757297,23.13994511,23.85436102
Fetub,ENSMUSG00000022871.12,7.590533706,7.272582911,4.162883649,3.726300876,5.598100006,5.210086956,5.927713161,6.442065087,6.338567326,7.266991892,11.22117422,11.70498536,9.451716842,10.43542323
Gmeb2,ENSMUSG00000038705.13,2.287681557,2.14010542,1.506477495,1.909371115,2.228643587,2.020275028,2.382085381,2.21956733,2.286036651,2.211127306,4.486029431,4.823524395,3.755756213,3.877719108
Oacyl,ENSMUSG00000046610.14,1.202680745,1.016393041,1.725295347,1.629320535,1.271575737,1.216056571,1.218624672,1.788457376,1.650364219,1.415223195,2.9937695,3.287686146,2.175862219,2.548745651
Olfr259,ENSMUSG00000075160.1,1.516593962,1.648817916,1.426354092,0.969238957,1.065983214,1.113646785,1.319129322,1.34927812,1.090026756,1.15795405,2.934732291,2.6753553,2.19145099,2.302761649
Prrc1,ENSMUSG00000024594.8,14.35871665,16.46903818,9.596794857,9.122088257,12.75671313,11.40283058,14.71706366,10.90963305,12.55644843,10.68469881,24.81252463,23.78929005,20.09149049,21.39361192
Ifitm5,ENSMUSG00000025489.4,31.27582383,29.98497623,24.57272304,29.59561623,33.05472897,30.85042427,35.48957455,36.04868809,40.78085842,43.27868135,64.57557055,66.13475831,58.16300722,58.22524975
Hoxb1,ENSMUSG00000018973.2,13.40256963,16.11629736,5.13424761,7.130296002,10.3957279,10.93903341,10.40031502,12.8882212,13.35199307,12.54297004,28.04725322,25.40941967,18.03683083,20.42259731
Xrra1,ENSMUSG00000035211.8,3.769546322,3.71200803,2.386841667,2.695719146,2.896055655,3.055422716,2.986937855,3.138400368,3.171217471,2.907912167,6.476421289,6.248949678,4.815246961,5.303121256
Pold1,ENSMUSG00000038644.14,32.59582136,33.45164181,17.75645132,18.54330766,24.05905757,26.60286722,28.76205511,25.02240894,26.88451414,25.04085591,58.83963788,53.47161629,44.22800866,45.47652058
Phf3,ENSMUSG00000048874.15,1.451813045,1.690796778,0.870587488,0.841896421,1.138779572,1.195787543,1.380574441,1.157363696,1.356691786,1.188670149,2.785668107,2.389391714,2.220279393,2.15337421
Tmprss6,ENSMUSG00000016942.5,39.06943263,37.7546867,46.81963453,44.84814872,11.18156671,11.22227996,9.021497618,9.481902012,7.643882072,7.199774303,98.80526266,109.0965125,53.17798131,53.09647675
Nrn1l,ENSMUSG00000044287.6,9.92090119,11.03678775,6.547689748,6.436723677,9.624344552,10.58044284,10.78288912,10.24257455,10.31631463,10.62495754,23.56815841,23.40771187,16.1481334,17.41130702
Larp4,ENSMUSG00000023025.15,6.688029445,6.405766507,8.021440002,10.06152042,6.271905151,7.253049032,8.536543119,7.038597737,8.711103583,7.34786179,16.91247721,16.77275555,11.47855559,13.17903625
Tktl2,ENSMUSG00000025519.5,13.69990006,14.7072084,6.823992938,7.045702513,11.37736174,11.6444954,12.41725787,12.04437255,12.67978847,12.99576507,23.64773954,23.49633488,18.72079237,19.63862891
1700019A02Rik,ENSMUSG00000060715.9,13.3274081,13.43576797,2.334947044,4.204515089,7.081161842,6.606695572,6.800450537,6.795235771,10.78932384,8.959113112,25.68659899,26.23490757,15.43972662,15.98010909
Klk12,ENSMUSG00000044430.11,1.96975234,2.153383788,1.901819883,2.138117811,1.360919139,1.729286064,1.94153053,2.209109925,2.275152274,2.129800266,3.600512249,4.006715587,2.846650357,3.237523681
Elane,ENSMUSG00000020125.6,6.104140036,5.941512873,4.582346212,4.600793403,6.955267448,4.081389951,5.562878224,6.133900389,6.872081656,5.621969165,13.67853398,14.14624106,9.748045544,10.04412889
Cd164l2,ENSMUSG00000028865.13,9.848483016,10.7827633,8.575249654,9.735094215,9.948781783,11.94524986,12.45437682,12.71232559,8.696253681,9.662181083,21.24641682,25.19118547,17.20874336,17.93517081
Kcnq4,ENSMUSG00000028631.7,3.196611196,2.853917045,3.024978328,2.513033012,1.885626755,2.744414822,2.799639629,2.718742214,2.578997744,2.457582268,5.669410178,6.469116119,4.635425799,4.645779604
Olfr1100,ENSMUSG00000070875.4,42.1911005,37.54383716,11.19907304,15.46246954,26.14551926,18.99909172,26.13339206,36.68750586,26.80364392,37.62729804,78.6319858,82.4105092,52.32119207,52.47015786
Hcst,ENSMUSG00000064109.7,28.57302513,29.81057412,13.85685874,17.15656698,14.27072103,16.79078244,15.61194131,18.20170529,17.6428528,18.75241,53.99930952,56.66712812,34.05887052,35.68966113
Olfr556,ENSMUSG00000073969.2,1.210571867,0.906863298,0.60479254,0.399786624,0.296981243,0.719262993,0.43165668,0.451596925,0.52393409,0.431708478,2.059318432,1.739946544,0.931069453,1.130581875
Gpr37l1,ENSMUSG00000026424.8,3.250472415,3.205601975,1.265160442,1.709282524,2.396780999,2.521107705,2.506216257,2.863428624,3.075679958,2.733986081,5.262623156,5.087504003,4.712958247,4.272201073
Ramp2,ENSMUSG00000001240.13,47.41654833,44.20676248,30.95575453,34.57476348,48.56771297,51.49240519,47.87454757,44.64539427,49.28877882,48.92717498,93.84832017,88.3222143,77.67832601,73.9716237
Kctd13,ENSMUSG00000030685.5,1.137986632,1.058581688,0.807408061,0.704864927,0.347460255,0.54585669,0.36009299,0.462437358,0.54585174,0.645281939,1.442167345,1.396359501,0.962783722,1.088369498
Mast2,ENSMUSG00000003810.12,41.71763649,40.67330306,27.00922038,29.08218711,45.06323905,45.24543598,52.94540595,38.67429276,48.2432532,52.12996529,95.24179361,88.37933072,70.41468194,70.14157685
Fam107b,ENSMUSG00000026655.14,22.24048635,23.00366495,7.491119449,10.93717615,15.80024068,17.58151447,18.10893293,18.35449286,17.72639363,18.79376199,34.6925752,32.33105085,28.51444831,27.56713309
Olfr788,ENSMUSG00000049217.3,5.817161898,6.711268198,3.715046285,4.111011771,4.818818291,7.470103259,5.91231992,6.756664474,6.647244596,6.903397657,11.89757365,12.49286326,8.699724731,9.530295097
Rtcb,ENSMUSG00000001783.3,1.707945625,1.818102015,1.807124778,1.932016389,1.710279991,1.832113976,1.80096048,1.647512647,1.723259646,1.689275183,3.750404883,3.591228455,2.651973368,2.858601415
Cops7b,ENSMUSG00000026240.12,20.03335525,19.5889602,13.76654987,14.14381441,14.51487171,14.58253359,17.22206971,16.78418047,17.35921295,17.25280801,37.13946878,35.31527276,23.40724852,26.92683095
Prdm9,ENSMUSG00000051977.14,1.998609831,2.405665398,0.424545433,0.62345471,1.110550065,1.634138293,1.412430137,1.66754701,1.497774241,1.830741169,3.351384432,4.116318263,2.50217626,2.534145883
Rab1a,ENSMUSG00000020149.17,2.984472824,2.344570431,2.31006007,2.882697371,2.491932946,2.191436453,1.611627887,2.10912198,2.563789764,2.313256626,5.142722338,5.413932588,3.538659206,3.905356671
Chmp4c,ENSMUSG00000027536.6,5.800044186,6.896894104,4.595320302,4.906068578,6.023163718,6.10812964,5.657863519,6.456209911,7.011871519,7.888941528,11.93661559,13.26305138,9.078055777,9.848792562
Rnf185,ENSMUSG00000020448.16,3.224494274,3.062637843,1.446028721,1.10778587,2.005582539,2.8638577,2.05923689,2.289242774,2.069106326,2.017649334,5.811099821,4.542330062,4.123028954,3.767310548
Tmsb15l,ENSMUSG00000072955.13,0.441153669,0.503557933,0.673298194,1.050793978,0.918878427,0.836508722,1.043560898,0.4934641,0.485466783,0.88891227,2.447191742,2.232521641,1.099958306,1.348278857
Itga4,ENSMUSG00000027009.18,55.87450508,59.38214973,17.27940594,18.22922087,41.52165728,40.31953177,46.12609482,43.82282778,43.46793913,45.28768938,98.00078995,105.1545614,64.2881035,69.57840214
Lrrc69,ENSMUSG00000023151.9,28.05833289,25.31492095,12.93313578,15.13810907,17.11657309,17.59982033,22.04668556,17.24377889,19.45910207,19.82253431,38.75178821,36.10092939,31.79993029,30.85920676
Pdgfc,ENSMUSG00000028019.9,42.06310362,45.77444225,30.17738806,35.0194778,37.34456554,40.85631056,40.76390878,35.04795533,35.87935427,36.66822842,72.47780092,68.97075363,59.08070196,59.25228771
Aire,ENSMUSG00000000731.15,2.075953845,2.024989557,1.531982221,0.930669733,2.211773042,1.640042832,1.700429392,2.342742006,2.534868515,2.374898201,7.47172887,6.857989834,3.142032509,3.725658837
1110032A03Rik,ENSMUSG00000037971.10,1.681721984,1.664213,0.766087042,0.662880013,0.943215489,1.144116602,1.410170097,1.311185063,1.155797123,1.858672092,3.879798272,3.669803135,2.266597375,2.261465161
Tti1,ENSMUSG00000027650.12,16.11378118,17.03794405,10.87667953,11.7841155,14.02831874,16.55746067,18.99502006,16.42649579,17.78398505,19.89656195,36.6826514,33.85589618,22.75455834,25.43040605
Gpaa1,ENSMUSG00000022561.12,6.142205542,6.128683937,5.695563807,5.797417929,6.156166225,6.450740736,6.989870623,7.384787055,6.187683443,6.934449493,12.40569975,12.29371317,9.109790233,9.806496363
Pbk,ENSMUSG00000022033.9,64.969442,66.72122132,51.547249,60.33179078,64.33476192,61.17109294,70.3808664,60.89462166,63.68434082,62.9940734,118.926199,118.9163884,98.69433441,95.49059
Eri2,ENSMUSG00000030929.16,3.713704606,3.677677073,3.657066315,3.851068637,3.64353774,3.947205576,3.378263901,3.576672128,3.238755206,3.376856179,6.336775709,6.427243478,4.804346689,5.302896634
Kctd3,ENSMUSG00000026608.12,34.70936326,32.84050034,13.3692819,14.21845446,22.9386051,25.69295574,32.97737145,27.72893389,27.19787534,29.56602627,57.50254419,58.19884913,36.04381224,40.78827364
Ccl12,ENSMUSG00000035352.3,1.415295527,1.164360132,1.694105994,1.954126015,1.200822149,1.196293624,1.441701112,1.33097018,1.144711705,1.706440052,3.253297891,2.822417586,2.48379297,2.2444615
Gulo,ENSMUSG00000034450.7,20.61128591,18.82058757,15.29917594,17.30607002,20.34017793,21.98152193,21.99727152,20.81227065,23.67757666,23.8005556,37.0468646,39.15396424,28.65336146,30.29505294
Gm382,ENSMUSG00000062791.4,25.61631085,28.51553014,14.42617186,13.02620257,26.03309812,25.36686211,33.64622604,24.12695426,24.01305888,23.56621804,45.21407999,48.44890315,35.68842487,35.9824518
Coil,ENSMUSG00000033983.13,11.57339451,11.53865869,8.505787848,9.31054311,11.14473404,10.45280989,10.55351389,10.17291462,10.70799505,10.71742703,24.27477194,23.83023732,15.27482096,16.43923681
Syn1,ENSMUSG00000037217.15,12.49906486,10.73785914,5.947966376,5.534578583,10.68977509,9.61912412,9.137285277,12.01793849,10.70192251,9.594906526,21.84763328,21.05315271,15.56359425,15.1548687
Ankrd12,ENSMUSG00000034647.14,6.925128017,5.45842714,7.628984904,7.782777544,6.447173857,6.515097724,7.478510713,7.470763777,6.934183489,7.658479729,13.46048729,13.12978729,10.89370369,10.51653057
Ccdc15,ENSMUSG00000034303.6,2.099820144,1.708081887,1.977884308,1.776624215,1.316676704,1.483111843,1.635979366,1.706738316,1.567045629,1.34356173,3.750381371,3.610987113,2.786947633,2.604266299
Il19,ENSMUSG00000016524.12,2.847522859,2.538131107,2.054004843,2.009528431,2.077492818,2.255326945,2.656467608,2.435387551,2.711796889,2.589101587,5.550817972,5.649583399,4.517513758,3.87165172
Nckap1l,ENSMUSG00000022488.8,5.692179197,5.339368025,3.824985185,3.756983767,3.394842615,3.142645333,3.831628601,3.711341104,3.520880408,3.906400604,7.5301183,8.072764236,5.855770326,5.967325847
Zfp607,ENSMUSG00000020420.8,4.367668679,4.297143907,3.520352694,3.821602298,4.073161704,4.69606445,4.032099835,4.152186126,4.360533411,4.388139997,7.539688069,8.428339368,6.32951501,6.180472282
Glyat,ENSMUSG00000063683.12,10.53724895,20.40147639,2.392103233,0.720804632,12.94668538,17.22961727,11.81800147,8.812146983,22.32261677,11.29588647,51.33746972,47.5085756,25.15658457,23.40191991
Spag7,ENSMUSG00000018287.12,17.65651019,17.46897754,7.014387224,6.401671549,13.75710497,13.45640547,17.08411116,12.60949601,13.97677933,13.9264124,27.21686299,29.9419895,19.89387731,20.29307354
Rps9,ENSMUSG00000006333.14,11.9033978,10.67983475,5.860800189,6.175155563,10.56742555,12.2026311,12.42664666,10.62273842,11.3514166,11.0460477,23.5395555,22.03564874,16.35514526,15.86725005
Taf5,ENSMUSG00000025049.5,5.328060084,4.880858068,1.566333696,1.714360652,4.614369502,4.73375755,5.151053335,4.90251896,4.148720518,4.339189536,7.839527001,7.488916482,5.267109925,5.955356002
Popdc2,ENSMUSG00000022803.12,6.392299474,7.263166339,4.620065533,3.543129687,6.57628564,7.020170763,6.180562218,6.590473394,6.178575726,6.21050025,11.05299528,10.64877912,8.385814386,8.708914646
Fn1,ENSMUSG00000026193.15,22.87522854,20.78300519,26.15519971,26.07220404,22.98893102,21.45169078,22.79609472,21.64369857,23.95441312,22.61347383,44.52040141,43.90238059,33.28119585,33.8991861
Zfp395,ENSMUSG00000034522.9,0.912479327,0.844527612,0.376416349,0.312542409,0.441293164,0.608007482,0.50292593,0.553181264,0.49370213,0.45226517,1.143817315,1.002267047,0.606334682,0.791850678
Morf4l2,ENSMUSG00000031422.16,6.284809388,6.121461481,5.127835451,5.155887549,6.127564677,6.251881199,5.790701871,7.17277887,6.915568706,6.580531521,15.85625838,17.39803571,8.457435981,9.90094685
Fgd6,ENSMUSG00000020021.4,9.826048977,9.905039166,4.681286776,4.911395024,7.350652685,7.622244458,7.96250624,7.322504574,7.729474977,8.168563834,17.39820941,19.07184176,11.49168441,11.82660428
Mga,ENSMUSG00000033943.15,10.89167141,10.69918197,8.611141873,10.14346157,11.5859989,11.79245957,10.89419136,10.27812396,11.26898211,11.39023259,21.03236191,19.70294816,15.82688945,15.69680677
Scn5a,ENSMUSG00000032511.17,5.950389634,5.543228102,5.354010688,5.72344469,5.290855462,4.904855463,6.423137014,6.478457345,6.453569959,5.835115266,11.65919481,11.88132892,8.197283042,8.576513818
Olfr187,ENSMUSG00000043357.3,15.79071328,13.72369648,9.988650763,11.65132813,11.12785014,14.45894824,17.47522961,18.01081451,16.03632295,17.49658584,49.94049451,52.13803604,25.79167775,26.15745985
Numbl,ENSMUSG00000063160.12,20.74499549,15.69962395,9.660699461,11.23673581,12.58139377,13.86770668,16.23830428,14.07643891,12.64850364,16.58990908,37.79174415,41.6288093,24.17315676,23.50491717
Clvs2,ENSMUSG00000019785.13,19.68716439,21.36313415,9.027062198,11.6528579,9.001300462,8.286814278,11.98204296,14.86325136,19.52416189,19.01248066,35.91106308,40.18290871,20.54796525,22.87524617
Clec2i,ENSMUSG00000030365.11,1.409279346,1.744290291,0.980821711,1.300769488,1.271454267,1.317498008,1.097063715,1.737255611,1.485524058,1.444998045,3.074087442,2.753895309,2.348963495,2.080966448
Gm10354,ENSMUSG00000072188.4,0.552422138,0.539208923,0.458059952,0.639615347,0.430516743,0.577116879,0.441797508,0.726204719,0.474807349,0.595090452,1.959590769,1.839085422,1.047115988,0.972107842
Esam,ENSMUSG00000001946.13,20.40889192,21.06015815,11.11713548,10.66988875,18.92217632,20.35346033,22.17184298,22.07480444,21.7265109,22.46626656,34.40012478,36.9500732,27.88687783,27.41759743
Fam131c,ENSMUSG00000006218.4,107.7800808,105.0920003,84.27099416,81.42304418,113.7619266,112.1293525,132.7602218,116.6928932,114.8408535,119.5801176,198.9110984,207.9254474,152.3156186,155.5747246
Ebag9,ENSMUSG00000022339.8,4.324940872,4.339781673,2.904175868,2.902150306,3.912894972,5.297300714,4.165572762,4.202786958,5.00463949,3.699642043,10.10735768,10.17780074,6.639784821,6.390327626
Tox4,ENSMUSG00000016831.11,9.285586381,9.003406711,5.994942865,5.646237203,9.208863663,9.308371665,9.416262398,9.758139277,9.685341572,8.944696462,18.76378108,17.75463279,11.93693594,12.68308058
Senp1,ENSMUSG00000033075.17,28.7551692,31.73258614,21.06779378,25.26643105,28.38703233,33.92781857,33.48132917,30.26870319,24.49257275,27.23563196,57.82511865,68.0215558,42.69689105,42.54125994
Tyw5,ENSMUSG00000048495.16,11.58217361,11.45110338,6.876117582,8.771656963,9.991882481,9.705795857,11.13682762,9.253286547,9.647109461,9.949000551,18.36575606,17.43984973,13.43700227,13.83834279
Rrp12,ENSMUSG00000035049.3,3.734542113,3.251312286,3.225865051,3.64991531,3.742514365,4.206156798,4.222307914,3.164303409,4.153823654,3.662933564,6.545949253,6.416639885,4.625173745,5.106335512
Ercc1,ENSMUSG00000003549.9,13.14571753,14.1119728,12.70889864,12.59786997,11.66913203,12.29884644,12.46081295,12.28919441,11.55688474,11.04161939,27.01132228,25.80693605,15.8104076,17.98567418
Ttc23,ENSMUSG00000030555.15,3.954716724,3.278962371,6.011839462,5.654320116,1.022924068,0.827576078,1.267229003,0.861162013,0.952519253,1.0542735,17.77648583,19.21879813,6.367022645,6.374204869
Clhc1,ENSMUSG00000020461.9,13.76709254,13.40232633,9.286611566,8.497364132,11.56177753,11.73330794,14.14534613,13.06347175,13.66543561,13.10350393,29.0815024,26.877419,20.27192696,18.51383497
Ndufs3,ENSMUSG00000005510.9,13.59796983,12.80548541,8.152633413,8.887946914,11.35521696,11.82353233,13.91129736,12.63597656,12.74918012,13.73977669,22.58119466,24.68389248,16.43672095,17.10470343
2310057J18Rik,ENSMUSG00000015519.12,29.89154985,27.78629775,8.777912478,11.1918159,18.88300851,27.86973994,22.20221508,18.52147659,21.94343435,20.1076849,40.85469591,46.58434303,31.8786725,30.37532313
Kri1,ENSMUSG00000035047.9,16.7906748,16.75689864,6.930848306,8.027670643,14.33734297,14.52189982,14.75176838,16.78431648,16.40651103,14.64712548,41.77328638,42.89230961,21.92738973,22.88747975
Nppa,ENSMUSG00000041616.9,9.447426935,9.303479017,4.314883931,4.401668194,9.457333925,8.954806456,10.06606837,8.17981393,8.961220556,8.317594804,14.88239564,15.28795164,10.60710535,11.326874
Hexb,ENSMUSG00000021665.7,51.71420992,43.102577,17.86426668,20.67378628,29.70631347,27.58763404,34.53686038,28.96234928,32.441503,25.55213637,74.19984002,69.08616109,54.9917715,47.24916382
Myo15,ENSMUSG00000042678.16,16.7639552,15.64644567,8.412058188,11.57212133,15.41377661,13.79751945,16.64312512,16.89514537,16.62975227,17.67806387,33.61680847,32.85669696,23.28021673,22.12376438
Crebl2,ENSMUSG00000032652.13,5.788037706,6.031740522,4.276916483,4.280848342,5.009205407,6.411302409,6.031330596,5.244968961,5.484728871,5.258994492,11.66001768,11.11100111,7.577988472,7.75996964
Pah,ENSMUSG00000020051.15,87.49028271,88.01815195,70.04757751,80.82211962,89.54180928,98.76241126,128.9527011,100.849774,107.398353,108.2987122,186.4244356,198.6653452,137.0007775,136.4122717
Cxcl1,ENSMUSG00000029380.11,13.78129187,14.88483735,9.259027608,10.50246568,11.1976964,11.74948744,13.37208312,11.2887948,11.62268357,12.73600882,31.91715658,29.31795178,16.28519825,18.20914323
Qrfp,ENSMUSG00000043102.2,0.07284314,0.000963704,0.593818326,0.062318304,1.19071133,0.386347692,0.616319955,0.143955426,0.000707255,0.062452287,4.056836141,5.645146796,1.611247034,1.326437713
Fermt3,ENSMUSG00000024965.8,10.0867333,8.946472735,6.865055509,7.305905852,9.342489144,10.59658284,9.999788009,9.997499887,8.439303887,8.809474442,17.73853737,17.27384821,13.80602007,12.78162751
Gnptg,ENSMUSG00000035521.13,16.36656878,16.53837886,12.98260833,12.62316494,19.22646129,16.96092641,18.24904551,18.7851025,16.87523341,17.35883044,35.54222409,40.79558022,24.32349412,24.45463048
Trpc5,ENSMUSG00000041710.4,15.12889212,11.1382071,9.206398973,9.641720873,10.36618802,11.58526912,13.94798172,13.05414353,14.09748287,12.96244283,31.92620163,30.38380059,15.8702457,18.23396053
Flrt3,ENSMUSG00000051379.12,71.45731337,66.67788041,96.87931608,92.54884428,33.80327583,28.72174083,41.58089369,21.00020803,24.60282672,24.91230401,143.2186514,149.4008345,87.07762293,80.62443764
Nme8,ENSMUSG00000041138.15,4.81886265,5.130107237,2.966891371,3.048255788,2.714424667,3.412375029,3.210916756,4.137930903,4.035508397,3.472797168,7.033305505,7.017528188,5.847144283,5.195233178
Rab13,ENSMUSG00000027935.14,41.69405372,41.20327234,28.15325656,27.35525025,30.71271835,33.69661819,32.41801956,27.91613601,32.03910614,30.91171371,68.19225847,61.03927765,50.19799836,46.09106842
Rbm46,ENSMUSG00000033882.15,25.49079668,24.13982451,21.75300883,14.18082113,20.31952394,25.59012377,22.98306353,21.71913102,20.00951612,24.22004781,49.72444051,47.82757914,27.56677651,31.44201781
Retnla,ENSMUSG00000061100.3,0.307883956,0.004328598,2.78E-17,2.78E-17,0.000199854,0.00014261,0.062106998,0.001030867,0.001976219,0.570793319,5.103029149,5.285645285,1.44379491,1.162234126
Fam188b,ENSMUSG00000038022.11,7.318044357,7.769506639,6.515705924,7.005213737,7.457180988,6.476806437,9.76664623,8.393536568,8.963410339,8.46054029,15.34965669,16.08633513,10.5210005,10.90665738
Cytip,ENSMUSG00000026832.12,9.336986843,10.57235108,4.232826004,4.920625226,10.50158145,10.45374573,11.43544214,8.645753354,10.42560209,9.827595194,17.86768581,17.58941732,13.13632934,12.61923151
Ros1,ENSMUSG00000019893.11,115.0277952,116.2183424,103.4716927,104.6083796,103.7178421,93.98391936,88.07216708,99.03597088,103.4316262,104.4661666,186.0013037,182.5853869,124.3269171,138.4726665
Stx4a,ENSMUSG00000030805.14,17.38849506,15.49562602,12.7793059,16.8563485,13.84113828,14.51311456,18.46975158,15.53036867,15.51994562,14.0818857,29.61502036,31.77137202,23.20520587,21.67055477
Fam210a,ENSMUSG00000038121.6,21.72247357,22.04603514,10.63699538,11.99311603,16.93400197,19.47832433,16.44008185,18.4089204,19.85790812,18.00668024,38.60664805,43.70872445,22.61028687,25.33114639
1700080O16Rik,ENSMUSG00000031118.8,36.06738304,32.64465687,14.29320727,20.27640184,30.39875389,28.35136155,29.39290971,33.69779192,27.91568221,24.70798223,85.34139994,81.59115547,39.50716917,43.71842868
Smpd3,ENSMUSG00000031906.8,5.698238814,5.558545195,5.388594529,4.508688953,4.587977082,4.282721244,4.611269676,4.284271978,4.218336809,4.560767332,8.525462553,8.642267631,5.86608265,6.385573522
Zfp708,ENSMUSG00000058883.14,4.474305941,5.809952544,1.187590574,1.502344232,3.618390337,3.930960953,4.363076215,4.811301392,3.697884387,4.824857956,16.31736939,14.40477896,6.278927476,6.779819593
Golim4,ENSMUSG00000034109.15,10.94433712,10.18491697,8.788644803,11.83636028,13.05217633,10.93748452,12.74536817,10.53362409,13.06703329,13.74428231,24.65373655,23.207319,14.28260993,16.03445008
Phip,ENSMUSG00000032253.13,33.24285538,32.58137216,18.90211764,19.07013172,25.610696,28.20847719,30.88603277,28.25240943,29.0500078,29.74505859,56.94713481,55.00414638,37.67103404,38.26465783
Btnl9,ENSMUSG00000040283.14,15.20790485,14.20468731,10.97192016,9.996050764,15.29352403,15.21336188,15.86441232,15.04506822,16.25993715,17.87477436,26.05487044,26.41158467,20.24038819,19.59968806
Rasgrf1,ENSMUSG00000032356.12,15.75862553,15.54653377,9.77006768,10.39634746,13.38587782,13.30496162,15.0704575,13.87962156,13.67649845,14.25464902,30.51916816,34.17704813,18.55510632,19.56051191
Cntnap1,ENSMUSG00000017167.6,32.00467286,25.26876613,23.12232522,24.55301828,30.37957667,27.31628113,28.45441115,25.8815269,29.22197214,33.56521046,58.00887014,60.38749179,36.63798925,38.86527897
Cables1,ENSMUSG00000040957.14,5.941820299,5.23630115,2.508592784,2.472144601,3.277539434,3.380028674,4.633980457,3.341410741,3.223663725,2.857972873,6.823868293,7.265208859,6.029544944,5.091548872
Fer1l6,ENSMUSG00000037106.8,5.061564586,5.16944855,3.190511229,3.065556157,4.635224291,4.937136247,4.999500633,5.042775436,5.45448875,5.562938395,12.54402709,13.34995978,7.618810875,7.203064452
Wnt1,ENSMUSG00000022997.9,2.845634846,2.472387815,2.795595836,2.23383327,2.328697166,3.112269607,2.579060514,2.882979755,2.736902353,2.844633261,4.794557863,5.029885175,4.065239143,3.637524939
Prkce,ENSMUSG00000045038.14,1383.859804,1420.508932,501.6931567,566.6814813,873.5214128,857.2164474,971.5585657,955.4856794,999.1600708,986.3567425,2350.678971,2248.084782,1362.697732,1381.343833
Stk11ip,ENSMUSG00000026213.15,4.423514388,4.331470827,3.705570317,3.525789607,3.749695911,3.950134148,3.947309,4.610827935,4.591910582,4.705354329,8.147101181,8.544778121,5.783950015,5.708611311
Chst15,ENSMUSG00000030930.13,5.644224786,5.995069984,2.975308443,3.458983225,4.720229765,4.929344025,5.487155448,4.308991951,5.055790981,5.112160616,14.92273154,14.7940973,9.124474591,7.714481653
Erp29,ENSMUSG00000029616.9,8.193840288,7.638599567,5.655790261,5.310090246,7.018450846,6.897347882,8.121502449,6.985432178,7.221999235,8.043831228,13.66000192,12.81315927,9.091801609,9.505748379
Sgpp1,ENSMUSG00000021054.5,19.89132268,15.95671788,15.65151811,21.39984409,18.70495142,20.38508717,19.74141789,16.29092984,16.87400196,15.76552118,35.64655924,34.59846109,25.53157614,24.62435905
Ckm,ENSMUSG00000030399.1,20.3939892,20.39981006,10.11455565,10.1572857,18.33477438,18.51459501,19.58267471,15.39128212,16.73502788,17.65358178,29.13826312,30.3415575,20.83798131,22.05164479
Natd1,ENSMUSG00000018931.3,7.259169759,6.803905207,6.72560926,6.098483865,8.258845039,7.821269627,8.362214559,7.950568184,6.992865143,8.401875672,13.99777127,13.6119881,9.374474734,9.929644815
Ascl3,ENSMUSG00000035951.1,0.745108029,0.752558773,0.871110855,1.252776752,1.023570255,0.899187108,1.308084654,0.901727762,0.921929085,1.064464896,3.670650225,3.65078932,1.270392306,1.63024008
Pdcl3,ENSMUSG00000026078.10,6.368046028,8.9047974,5.556318588,4.816449005,4.809600569,4.572025447,5.303469293,6.119214582,8.131274564,6.174586994,14.13573269,15.04342009,10.14565327,8.892574801
Stat5b,ENSMUSG00000020919.11,15.67802908,14.95147098,11.6779223,13.79163939,15.33390436,17.05883511,18.01456061,14.5981709,14.29937292,16.20027155,27.89513037,28.54852735,20.0131422,20.24129092
Sh3bgrl3,ENSMUSG00000028843.8,10.00543602,9.613447628,7.333010762,8.081908318,8.886185258,8.156026342,9.868621278,9.910955612,9.308178245,9.472440015,18.79100297,20.51900449,13.71740176,12.72633942
Gosr2,ENSMUSG00000020946.13,2.969208625,2.574191225,2.020821056,2.798575449,3.154779677,3.189806388,3.160879313,3.685773479,2.897196476,2.97994527,7.281102341,8.093385803,4.650376538,4.378141336
Klc1,ENSMUSG00000021288.18,9.512013217,9.250277781,8.36114559,8.618527477,9.227298542,9.832559172,10.38305966,9.335657234,10.13114121,9.839027171,17.12191348,16.46604128,11.9512097,12.35050841
Fdft1,ENSMUSG00000021273.9,6.447016384,7.253677318,9.863852865,9.97477751,8.70695613,8.507973312,8.731524577,8.386180291,8.610438596,9.729407542,17.64847325,17.71842425,12.46269609,11.81231343
Mks1,ENSMUSG00000034121.12,11.485721,10.27480857,9.096890076,9.149054127,9.677953537,11.10050375,10.6729329,10.4728666,9.881089503,9.973942249,19.20935736,20.39929066,13.10419765,13.6067102
Pla2g12b,ENSMUSG00000009646.13,10.62983085,11.21915795,8.082899047,8.262762451,9.561375654,10.16527938,9.074576433,10.11609158,10.04043142,9.39405553,18.10673795,17.53934386,12.13377038,12.69748756
